2020-02-23 23:47:20.280  INFO 10201 --- [main] i.g.j.registry.JHipsterRegistryApp       : The following profiles are active: composite,dev,swagger
2020-02-23 23:47:22.653  WARN 10201 --- [main] o.s.boot.actuate.endpoint.EndpointId     : Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2020-02-23 23:47:22.758  WARN 10201 --- [main] o.s.boot.actuate.endpoint.EndpointId     : Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2020-02-23 23:47:24.920 DEBUG 10201 --- [main] i.m.c.u.i.logging.InternalLoggerFactory  : Using SLF4J as the default logging framework
2020-02-23 23:53:22.711 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:27.712 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:27.712 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:32.713 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:32.713 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:33.078  WARN 10201 --- [XNIO-1 task-28] c.n.e.registry.AbstractInstanceRegistry  : DS: Registry: cancel failed because Lease is not registered for: GATEW/gatew:af9bd22792e6534967a08a5f146ca608
2020-02-23 23:53:33.081  WARN 10201 --- [TaskBatchingWorker-target_localhost-4] c.n.eureka.cluster.ReplicationTask       : The replication of task GATEW/gatew:af9bd22792e6534967a08a5f146ca608:Cancel@localhost failed with response code 404
2020-02-23 23:53:33.082  WARN 10201 --- [TaskBatchingWorker-target_localhost-4] c.netflix.eureka.cluster.PeerEurekaNode  : GATEW/gatew:af9bd22792e6534967a08a5f146ca608:Cancel@localhost: missing entry.
2020-02-23 23:53:37.714 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:37.714 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:42.715 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:42.716 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:47.717 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:47.717 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:52.719 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:52.719 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:53:57.720 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:53:57.720 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:02.721 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:02.722 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:07.722 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:07.723 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:12.723 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:12.725 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:17.725 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:17.726 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:22.726 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:22.727 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:27.728 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:27.728 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:32.729 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:32.729 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:37.730 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:37.730 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:42.731 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:42.731 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:47.732 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:47.732 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:52.733 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:52.733 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:54:57.735 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:54:57.735 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:02.735 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:02.736 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:07.737 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:07.737 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:12.738 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:12.738 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:17.739 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:17.739 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:22.740 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:22.740 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:27.741 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:27.741 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:32.742 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:32.742 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:37.743 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:37.743 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:42.744 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:42.744 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:47.745 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:47.745 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:52.746 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:52.746 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:55:57.747 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:55:57.747 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:02.748 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:02.748 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:07.748 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:07.749 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:12.749 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:12.750 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:17.750 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:17.750 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:22.751 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:22.751 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
2020-02-23 23:56:27.752 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Enter: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with argument[s] = []
2020-02-23 23:56:27.753 DEBUG 10201 --- [jhipster-registry-scheduling-1] i.g.j.r.aop.logging.LoggingAspect        : Exit: io.github.jhipster.registry.service.ZuulUpdaterService.updateZuulRoutes() with result = null
